> Seed: 66666
> device: cuda:2
> Loading DataSet from data/dc2017_0101to0331/
> Total Hours: 2136, starting from 1
> Unify FB Graphs: False, Mix FB Graphs: False
> Training batches: 51, Validation batches: 6
> Initializing the Training Model: AR, Train type = normal
> Model Structure:
AR(
  (linear_D): Linear(in_features=7, out_features=1, bias=True)
  (linear_G): Linear(in_features=7, out_features=1, bias=True)
)
> Constructing the Optimizer: ADAM
> Using SmoothL1Loss as the Loss Function.
> Model sent to cuda:2

learning_rate = 0.01, epochs = 200, num_workers = 20
eval_freq = 5, batch_size = 32, optimizer = ADAM

Start Training!
------------------------------------------------------------------------
Training Round 1: loss = 8.249062, time_cost = 17.5368 sec (0.0108 sec per sample), RMSE-0 = 21.1308, MAPE-0 = 0.6834, MAE-0 = 5.7087
Training Round 142: loss = 1.764075, time_cost = 16.3560 sec (0.0100 sec per sample), RMSE-0 = 7.2903, MAPE-0 = 0.4478, MAE-0 = 2.6686
Training Round 143: loss = 1.766335, time_cost = 16.0198 sec (0.0098 sec per sample), RMSE-0 = 7.3136, MAPE-0 = 0.4466, MAE-0 = 2.6704
Training Round 144: loss = 1.797311, time_cost = 16.7589 sec (0.0103 sec per sample), RMSE-0 = 7.3152, MAPE-0 = 0.4477, MAE-0 = 2.6753
Training Round 145: loss = 1.759385, time_cost = 19.1649 sec (0.0118 sec per sample), RMSE-0 = 7.2806, MAPE-0 = 0.4477, MAE-0 = 2.6689
!!! Validation : loss = 2.157954, RMSE-0 = 7.5390, MAPE-0 = 0.4441, MAE-0 = 2.6887
Training Round 146: loss = 1.785830, time_cost = 16.3932 sec (0.0101 sec per sample), RMSE-0 = 7.3261, MAPE-0 = 0.4479, MAE-0 = 2.6775
Training Round 147: loss = 1.770606, time_cost = 16.5421 sec (0.0101 sec per sample), RMSE-0 = 7.3117, MAPE-0 = 0.4482, MAE-0 = 2.6763
Training Round 148: loss = 1.771452, time_cost = 15.6987 sec (0.0096 sec per sample), RMSE-0 = 7.3061, MAPE-0 = 0.4470, MAE-0 = 2.6693
Training Round 149: loss = 1.783325, time_cost = 16.1747 sec (0.0099 sec per sample), RMSE-0 = 7.3104, MAPE-0 = 0.4483, MAE-0 = 2.6756
Training Round 150: loss = 1.774847, time_cost = 16.5828 sec (0.0102 sec per sample), RMSE-0 = 7.2978, MAPE-0 = 0.4470, MAE-0 = 2.6684
!!! Validation : loss = 2.295278, RMSE-0 = 7.5397, MAPE-0 = 0.4428, MAE-0 = 2.6825
Training Round 151: loss = 1.769894, time_cost = 17.0113 sec (0.0104 sec per sample), RMSE-0 = 7.3113, MAPE-0 = 0.4475, MAE-0 = 2.6725
Training Round 152: loss = 1.777015, time_cost = 15.6326 sec (0.0096 sec per sample), RMSE-0 = 7.3046, MAPE-0 = 0.4481, MAE-0 = 2.6718
Training Round 153: loss = 1.801789, time_cost = 17.8388 sec (0.0109 sec per sample), RMSE-0 = 7.2985, MAPE-0 = 0.4492, MAE-0 = 2.6742
Training Round 154: loss = 1.764181, time_cost = 15.9740 sec (0.0098 sec per sample), RMSE-0 = 7.3088, MAPE-0 = 0.4467, MAE-0 = 2.6676
Training Round 155: loss = 1.770596, time_cost = 16.4878 sec (0.0101 sec per sample), RMSE-0 = 7.3029, MAPE-0 = 0.4474, MAE-0 = 2.6711
!!! Validation : loss = 2.404837, RMSE-0 = 7.5835, MAPE-0 = 0.4392, MAE-0 = 2.6792
Training Round 156: loss = 1.806318, time_cost = 16.8983 sec (0.0104 sec per sample), RMSE-0 = 7.2873, MAPE-0 = 0.4484, MAE-0 = 2.6705
Training Round 157: loss = 1.781112, time_cost = 16.5084 sec (0.0101 sec per sample), RMSE-0 = 7.3309, MAPE-0 = 0.4477, MAE-0 = 2.6750
Training Round 158: loss = 1.761368, time_cost = 16.8698 sec (0.0103 sec per sample), RMSE-0 = 7.2840, MAPE-0 = 0.4474, MAE-0 = 2.6674
Training Round 159: loss = 1.764274, time_cost = 16.1240 sec (0.0099 sec per sample), RMSE-0 = 7.2851, MAPE-0 = 0.4476, MAE-0 = 2.6684
Training Round 160: loss = 1.781094, time_cost = 17.3739 sec (0.0107 sec per sample), RMSE-0 = 7.3410, MAPE-0 = 0.4470, MAE-0 = 2.6762
!!! Validation : loss = 2.200323, RMSE-0 = 7.5599, MAPE-0 = 0.4431, MAE-0 = 2.6868
Training Round 161: loss = 1.778764, time_cost = 17.7398 sec (0.0109 sec per sample), RMSE-0 = 7.3257, MAPE-0 = 0.4469, MAE-0 = 2.6730
Training Round 162: loss = 1.776109, time_cost = 15.6430 sec (0.0096 sec per sample), RMSE-0 = 7.2887, MAPE-0 = 0.4484, MAE-0 = 2.6696
Training Round 163: loss = 1.763179, time_cost = 16.3134 sec (0.0100 sec per sample), RMSE-0 = 7.2846, MAPE-0 = 0.4478, MAE-0 = 2.6691
Training Round 164: loss = 1.762278, time_cost = 17.3787 sec (0.0107 sec per sample), RMSE-0 = 7.2880, MAPE-0 = 0.4470, MAE-0 = 2.6669
Training Round 165: loss = 1.760556, time_cost = 16.9645 sec (0.0104 sec per sample), RMSE-0 = 7.2938, MAPE-0 = 0.4473, MAE-0 = 2.6683
!!! Validation : loss = 2.240267, RMSE-0 = 7.5363, MAPE-0 = 0.4423, MAE-0 = 2.6795
Training Round 166: loss = 1.766435, time_cost = 18.1405 sec (0.0111 sec per sample), RMSE-0 = 7.3104, MAPE-0 = 0.4476, MAE-0 = 2.6720
Training Round 167: loss = 1.765180, time_cost = 16.0423 sec (0.0098 sec per sample), RMSE-0 = 7.2897, MAPE-0 = 0.4480, MAE-0 = 2.6697
Training Round 168: loss = 1.767253, time_cost = 16.4381 sec (0.0101 sec per sample), RMSE-0 = 7.2941, MAPE-0 = 0.4477, MAE-0 = 2.6705
Training Round 169: loss = 1.774224, time_cost = 16.8011 sec (0.0103 sec per sample), RMSE-0 = 7.3097, MAPE-0 = 0.4467, MAE-0 = 2.6710
Training Round 170: loss = 1.765878, time_cost = 15.8998 sec (0.0097 sec per sample), RMSE-0 = 7.2746, MAPE-0 = 0.4477, MAE-0 = 2.6670
!!! Validation : loss = 2.216910, RMSE-0 = 7.5232, MAPE-0 = 0.4431, MAE-0 = 2.6803
Training Round 171: loss = 1.764419, time_cost = 17.0736 sec (0.0105 sec per sample), RMSE-0 = 7.2965, MAPE-0 = 0.4470, MAE-0 = 2.6681
Training Round 172: loss = 1.770487, time_cost = 16.7325 sec (0.0103 sec per sample), RMSE-0 = 7.2895, MAPE-0 = 0.4476, MAE-0 = 2.6681
Training Round 173: loss = 1.773364, time_cost = 17.4166 sec (0.0107 sec per sample), RMSE-0 = 7.3124, MAPE-0 = 0.4474, MAE-0 = 2.6705
Training Round 174: loss = 1.778682, time_cost = 16.8202 sec (0.0103 sec per sample), RMSE-0 = 7.3191, MAPE-0 = 0.4473, MAE-0 = 2.6723
Training Round 175: loss = 1.763317, time_cost = 15.9365 sec (0.0098 sec per sample), RMSE-0 = 7.2822, MAPE-0 = 0.4476, MAE-0 = 2.6671
!!! Validation : loss = 2.220594, RMSE-0 = 7.5363, MAPE-0 = 0.4424, MAE-0 = 2.6801
Training Round 176: loss = 1.768260, time_cost = 17.2906 sec (0.0106 sec per sample), RMSE-0 = 7.2943, MAPE-0 = 0.4479, MAE-0 = 2.6717
Training Round 177: loss = 1.767347, time_cost = 16.4473 sec (0.0101 sec per sample), RMSE-0 = 7.3105, MAPE-0 = 0.4471, MAE-0 = 2.6708
Training Round 178: loss = 1.804632, time_cost = 15.4070 sec (0.0094 sec per sample), RMSE-0 = 7.3509, MAPE-0 = 0.4498, MAE-0 = 2.6855
Training Round 179: loss = 1.776205, time_cost = 15.8513 sec (0.0097 sec per sample), RMSE-0 = 7.3882, MAPE-0 = 0.4474, MAE-0 = 2.6850
Training Round 180: loss = 1.766427, time_cost = 17.4148 sec (0.0107 sec per sample), RMSE-0 = 7.2662, MAPE-0 = 0.4482, MAE-0 = 2.6665
!!! Validation : loss = 2.224005, RMSE-0 = 7.5734, MAPE-0 = 0.4400, MAE-0 = 2.6787
Training Round 181: loss = 1.763440, time_cost = 16.4033 sec (0.0101 sec per sample), RMSE-0 = 7.2965, MAPE-0 = 0.4472, MAE-0 = 2.6681
Training Round 182: loss = 1.769769, time_cost = 18.0950 sec (0.0111 sec per sample), RMSE-0 = 7.2917, MAPE-0 = 0.4479, MAE-0 = 2.6700
Training Round 183: loss = 1.782055, time_cost = 16.9888 sec (0.0104 sec per sample), RMSE-0 = 7.3102, MAPE-0 = 0.4473, MAE-0 = 2.6707
Training Round 184: loss = 1.769100, time_cost = 16.2784 sec (0.0100 sec per sample), RMSE-0 = 7.3171, MAPE-0 = 0.4473, MAE-0 = 2.6714
Training Round 185: loss = 1.779883, time_cost = 16.7517 sec (0.0103 sec per sample), RMSE-0 = 7.2736, MAPE-0 = 0.4490, MAE-0 = 2.6722
!!! Validation : loss = 2.197437, RMSE-0 = 7.7025, MAPE-0 = 0.4384, MAE-0 = 2.6961
Training Round 186: loss = 1.761156, time_cost = 16.9193 sec (0.0104 sec per sample), RMSE-0 = 7.3058, MAPE-0 = 0.4468, MAE-0 = 2.6697
Training Round 187: loss = 1.767298, time_cost = 16.2880 sec (0.0100 sec per sample), RMSE-0 = 7.2906, MAPE-0 = 0.4473, MAE-0 = 2.6672
Training Round 188: loss = 1.774197, time_cost = 16.9731 sec (0.0104 sec per sample), RMSE-0 = 7.3006, MAPE-0 = 0.4480, MAE-0 = 2.6730
Training Round 189: loss = 1.768771, time_cost = 16.7986 sec (0.0103 sec per sample), RMSE-0 = 7.2918, MAPE-0 = 0.4477, MAE-0 = 2.6686
Training Round 190: loss = 1.773333, time_cost = 16.6943 sec (0.0102 sec per sample), RMSE-0 = 7.3050, MAPE-0 = 0.4473, MAE-0 = 2.6714
!!! Validation : loss = 2.154951, RMSE-0 = 7.5554, MAPE-0 = 0.4486, MAE-0 = 2.7079
Training Round 191: loss = 1.779106, time_cost = 17.6745 sec (0.0108 sec per sample), RMSE-0 = 7.3143, MAPE-0 = 0.4475, MAE-0 = 2.6731
Training Round 192: loss = 1.773560, time_cost = 15.7484 sec (0.0097 sec per sample), RMSE-0 = 7.2969, MAPE-0 = 0.4479, MAE-0 = 2.6717
Training Round 193: loss = 1.767184, time_cost = 16.2663 sec (0.0100 sec per sample), RMSE-0 = 7.3005, MAPE-0 = 0.4466, MAE-0 = 2.6684
Training Round 194: loss = 1.761734, time_cost = 16.0454 sec (0.0098 sec per sample), RMSE-0 = 7.2905, MAPE-0 = 0.4482, MAE-0 = 2.6689
Training Round 195: loss = 1.767635, time_cost = 16.7384 sec (0.0103 sec per sample), RMSE-0 = 7.3390, MAPE-0 = 0.4462, MAE-0 = 2.6724
!!! Validation : loss = 2.286600, RMSE-0 = 7.5186, MAPE-0 = 0.4419, MAE-0 = 2.6761
Training Round 196: loss = 1.763414, time_cost = 16.9020 sec (0.0104 sec per sample), RMSE-0 = 7.2911, MAPE-0 = 0.4479, MAE-0 = 2.6695
Training Round 197: loss = 1.773922, time_cost = 15.6325 sec (0.0096 sec per sample), RMSE-0 = 7.2650, MAPE-0 = 0.4480, MAE-0 = 2.6667
Training Round 198: loss = 1.772364, time_cost = 15.7461 sec (0.0097 sec per sample), RMSE-0 = 7.3052, MAPE-0 = 0.4467, MAE-0 = 2.6683
Training Round 199: loss = 1.770919, time_cost = 17.3489 sec (0.0106 sec per sample), RMSE-0 = 7.2910, MAPE-0 = 0.4475, MAE-0 = 2.6680
Training Round 200: loss = 1.780033, time_cost = 18.1103 sec (0.0111 sec per sample), RMSE-0 = 7.2871, MAPE-0 = 0.4475, MAE-0 = 2.6680
!!! Validation : loss = 2.186719, RMSE-0 = 7.6370, MAPE-0 = 0.4403, MAE-0 = 2.6913
> Training finished.

> device: cuda:2
> Loading model_save/20220330_17_54_51.pth
> Model Structure:
AR(
  (linear_D): Linear(in_features=7, out_features=1, bias=True)
  (linear_G): Linear(in_features=7, out_features=1, bias=True)
)
> Model sent to cuda:2
> Loading DataSet from data/dc2017_0101to0331/
> Total Hours: 2136, starting from 1
> Unify FB Graphs: False, Mix FB Graphs: False
> Validation batches: 6, Test batches: 11
> Metrics Evaluations for Validation Set:
Demand:
RMSE-0 = 30.5163, RMSE-3 = 40.9600, RMSE-5 = 44.7334
MAPE-0 = 0.4576, MAPE-3 = 0.3673, MAPE-5 = 0.3328
MAE-0 = 10.6282, MAE-3 = 18.0102, MAE-5 = 20.9405
OD:
RMSE-0 = 7.5750, RMSE-3 = 14.6901, RMSE-5 = 17.4579
MAPE-0 = 0.4496, MAPE-3 = 0.3945, MAPE-5 = 0.3588
MAE-0 = 2.7145, MAE-3 = 7.2229, MAE-5 = 9.2326
> Metrics Evaluations for Test Set:
Demand:
RMSE-0 = 32.3467, RMSE-3 = 43.1290, RMSE-5 = 46.9897
MAPE-0 = 0.4711, MAPE-3 = 0.3823, MAPE-5 = 0.3517
MAE-0 = 11.4915, MAE-3 = 19.2932, MAE-5 = 22.3714
OD:
RMSE-0 = 8.4431, RMSE-3 = 16.1222, RMSE-5 = 19.0654
MAPE-0 = 0.4589, MAPE-3 = 0.3978, MAPE-5 = 0.3639
MAE-0 = 2.9173, MAE-3 = 7.6926, MAE-5 = 9.8119
> Evaluation finished.
